date,title,content
20260224,"'충격 전망' 손흥민 LAFC 또 '찬밥 신세!'...MLS 관계자 대다수, 쏘니 메시 상대 3-0 완승에도 인터 마이애미 우승 예측","[SPORTALKOREA] 김경태 기자= 손흥민과 로스앤젤레스 FC(LAFC)가 리오넬 메시의 인터 마이애미 CF를 개막전부터 완파하며 강렬한 인상을 남겼지만, 메이저리그사커(MLS) 관계자들은 여전히 마이애미가 유력 우승 후보라고 평가를 내렸다.

LAFC는 22일(이하 한국시간) 미국 LA 메모리얼 콜리세움에서 펼쳐진 마이애미와의 2026시즌 MLS 개막전에서 3-0 완승을 거뒀다.

이번 맞대결은 서부 콘퍼런스리그를 대표하는 두 구단의 자존심 싸움이자, '아이콘' 메시와 손흥민의 대결로 큰 관심을 모았다.

다만 경기 내용은 예상과 달리 일방적이었다. LAFC는 마이애미의 공격진을 효과적으로 봉쇄했고, 날카로운 역습을 앞세워 3골을 몰아치며 디펜딩 챔피언을 완파했다.



특히 손흥민과 메시의 승부에서도 희비가 엇갈렸다. 손흥민은 1도움을 기록하며 공격의 활로를 열었고, 공수 양면에서 활발한 움직임을 보인 반면 메시는 눈에 띄는 장면을 만들어내지 못했다. 통계 매체 'FotMob' 기준 역시 손흥민이 평점 8.2를 받았지만, 메시는 6.9에 그쳤다.

이로써 지난 시즌 MLS컵 서부 콘퍼런스 결승 문턱에서 좌절했던 LAFC는 개막전에서 디펜딩 챔피언을 꺾으며 우승 도전에 대한 기대감을 끌어올렸다.



다만 MLS 주요 관계자들의 평가는 여전히 마이애미 쪽에 기울어 있다.

미국 매체 '디애슬레틱'은 24일 MLS 주요 구단 관계자들(CSO·단장·테크니컬 디렉터·스포츠 디렉터)을 대상으로 올 시즌 우승팀 전망 설문을 진행했다.

이번 투표에는 리그 내 22명의 임원이 참여했다. 모든 응답은 익명으로 진행됐으며, 각 관계자는 자신의 구단과 관련된 항목에는 투표할 수 없도록 제한됐다.



설문 결과, 마이애미가 MLS컵 2연패를 달성할 것이라는 전망이 우세했다. 마이애미는 총 11표를 얻으며 1위에 올랐고, LAFC가 6표로 뒤를 이었다. 3위 시애틀 사운더스 FC는 2표에 그쳤다.

정규리그 동·서부 콘퍼런스 통합 최다 승점을 쌓은 팀에 주어지는 서포터스 실드 예측에서도 마이애미는 14표를 획득하며 압도적인 지지를 받았다. 반면 LAFC는 3표에 머물렀다.



매체에 따르면 한 CSO는 마이애미에 대해 ""정말 미치도록 잘한다""고 직설적으로 평가했으며, 또 다른 임원은 ""서부에는 시즌 내내 꾸준함을 유지할 팀이 없어 보인다""고 밝혔다.

물론 LAFC 역시 강력한 경쟁 팀으로 존중받고 있지만, 마이애미의 더욱 두터워진 스쿼드와 전력 완성도를 감안할 때 올 시즌 가장 안정적인 팀은 마이애미가 될 것이라는 분석이 지배적이었다.

사진=게티이미지코리아, 디애슬레틱

제휴문의 ad@sportalkorea.co.kr"
20260224,"월드컵 불과 4개월 남기고 '충격 사임', 韓 이끌었던 명장 안타까운 사연 ""딸 건강 문제... 축구보다 가족이 우선""","[스타뉴스 | 박건도 기자]
딕 아드보카트 감독 사임 소식을 알린 퀴라소 축구협회. /사진=퀴라소 축구협회 공식 사회관계망서비스(SNS) 갈무리
과거 대한민국 축구대표팀을 이끌었던 명장이 월드컵 본선 무대를 불과 몇 달 앞두고 전해진 갑작스러운 사임 소식을 전했다. 딕 아드보카트(78·네덜란드) 감독이 인구 15만 명의 소국 퀴라소를 사상 첫 월드컵 본선으로 인도한 뒤 지휘봉을 내려놓았다.

퀴라소 축구협회는 23일(한국시간) 공식 사회관계망서비스(SNS)를 통해 아드보카트 감독의 자진 사임 소식을 알리는 동시에 후임으로 프레드 뤼턴(63·네덜란드) 감독을 선임했다고 발표했다.

같은 날 '로이터' 통신은 ""퀴라소를 사상 첫 월드컵 본선으로 이끈 베테랑 사령탑 아드보카트 감독이 딸의 건강 문제로 인해 감독직에서 물러났다""라고 보도했다

아드보카트 감독은 성명을 통해 ""항상 축구보다 가족이 우선이라고 말해왔다. 따라서 이번 사임은 당연한 결정""이라며 ""퀴라소와 그곳의 사람들, 동료들이 몹시 그리울 것이다. 세계에서 가장 작은 나라를 월드컵 본선에 진출시킨 것은 내 경력 최고의 하이라이트 중 하나다. 우리를 믿어준 선수들과 스태프, 보드진이 자랑스럽다""라고 밝혔다.

2026 FIFA 북중미 월드컵 본선 진출을 확정한 퀴라소. /사진=FIFA 월드컵 SNS 캡처
약 40년에 달하는 감독 경력을 가진 아드보카트 감독은 인구 15만 명에 불과한 퀴라소를 월드컵 본선으로 이끌었다. 그는 ""내 경력에서 이룬 가장 미친 일""이라고 표현하기도 했다.

월드컵 새역사까지 쓸 뻔했다. 아드보카트 감독은 이번 월드컵 본선 무대까지 팀을 이끌었다면 월드컵 역사상 최고령 감독 기록을 세울 수 있었지만, 가족을 위해 국가대표팀 지휘봉을 내려놓게 됐다.
질베르 마르티나 퀴라소 축구협회장은 ""그의 결정은 존중받아 마땅하다. 아드보카트 감독은 우리 국가대표팀과 함께 역사를 만들었다. 퀴라소는 항상 그에게 감사할 것이다""라고 전했다.

아드보카트 감독의 뒤를 이어 지휘봉을 잡게 된 뤼턴 감독은 네덜란드 국가대표 출신으로 페예노르트, PSV 에인트호번, 샬케 04 등 유럽 명문 구단을 이끌었다. 뤼턴 감독은 ""아드보카트 감독은 세계 축구의 아이콘이다. 그의 업적을 이어가게 되어 영광이다""라며 ""딕과 스태프들과 충분한 대화를 나눴다. 선수단 운영 기조는 변함없을 것이다. 퀴라소 팬들은 나의 헌신과 약속을 기대해도 좋다""라고 각오를 다졌다.

FIFA 랭킹 82위에 불과한 소국 퀴라소는 지난 19일 북중미 3차 예선 최종전에서 자메이카와 0-0으로 비기며 조 1위를 확정하며 사상 첫 월드컵 본선 진출권을 따냈다. 이는 월드컵 역사상 가장 인구가 적은 본선 진출국 기록이다. 퀴라소는 예선 기간 동안 자메이카를 완파하고 트리니다드토바고와 비기는 등 무패 행진을 달린 끝에 본선행 티켓을 거머쥐었다.

새롭게 부임한 뤼턴 감독은 오는 3월 호주에서 열리는 호주, 중국과의 미니 토너먼트를 통해 데뷔전을 치른다. 사상 첫 월드컵 무대에 서는 퀴라소는 오는 6월 14일 휴스턴에서 독일을 상대로 조별리그 E조 첫 경기를 가질 예정이다.

딕 아드보카트 후임으로 퀴라소 국가대표팀 지휘봉을 잡은 프레드 뤼턴. /사진=퀴라소 축구협회 공식 사회관계망서비스(SNS) 갈무리"
20260224,"'현지 인기 폭발' 오현규, 튀르키예 미녀도 반했다","사진=인스타그램 'busrabatuhan1903' 계정 캡처 

튀르키예 프로축구 베식타시에서 맹활약 중인 오현규(24)가 현지에서 큰 화제와 인기를 몰고 다니고 있다. 

24일(한국시간) 베식타시의 열혈팬인 미녀 인플루언서가 자신의 인스타그램에 오현규와 함께 찍은 셀피를 게재했다. 순식간에 1만 개에 가까운 좋아요를 받았다. 

오현규는 베식타시로 이적한 후 데뷔전부터 3경기 연속골을 터뜨리며 현지 팬을 열광의 도가니에 빠뜨렸다.

지난 23일 튀르키예 이스탄불의 튀프라쉬 스타디움에서 열린 베식타시와 괴즈테페의 2025~26 쉬페르리그 23라운드 경기에서 오현규는 후반 29분 대포알 같은 쐐기골을 터뜨렸다. 이날 베식타시는 4-0 대승을 거뒀다.

베식타시 이적 후 3경기 연속골을 기록한 오현규. 사진=오현규 SNS

또한 이로써 오현규는 베식타시 역사상 처음으로 이적 직후부터 3경기 연속골을 넣은 주인공이 됐다.  

오현규는 겨울 이적시장에서 벨기에 헹크를 떠나 베식타시에 입단한 후 데뷔전이던 지난 9일 알라니아스포르와 홈 경기(2-2 무승부)에서 오버헤드킥으로 데뷔골을 넣었다. 이후 16일 바샥셰히르와의 원정 경기(3-2 승)에서는 1골 1도움을 올리며 베식타시의 역전승에 이바지했다. 그리고 23일 괴즈테페전에서 또 골을 추가했다. 

구단의 새 역사를 쓴 한국인 선수에게 현지 언론은 연일 찬사를 보내고 있다. 튀르키예의 베식타시 팬들도 열광하고 있다. 팀에 대한 열정적인 응원은 유럽 어느 나라보다도 대단한 베식타시 팬들은 연일 SNS에 오현규를 칭찬하는 글을 올리고 있고, 홈구장에는 튀르키예 팬들이 어디선가 구해온 태극기를 흔들며 응원하는 모습도 보인다. 

이은경 기자 "
20260224,"손흥민, 이래서 메시랑 유니폼 안 바꿨구나...'쏘니 부탁이야' 전반 18분부터 두 손 모아 예약→결국 꿈 이루고 활짝","[OSEN=고성환 기자] 경기 도중에 미리 예약까지 한 보람이 있었다. 막시밀리아노 팔콘(29, 인터 마이애미)이 손흥민(34, LAFC)의 유니폼을 손에 넣는 데 성공했다.

LAFC는 22일(한국시간) 미국 로스앤젤레스의 로스앤젤레스 메모리얼 콜리세움에서 열린 2026시즌 메이저리그사커(MLS) 개막전에서 인터 마이애미를 3-0으로 격파했다.

이번 경기는 MLS를 넘어 세계적인 관심을 받았다. 세계 축구 역사에 남을 전설인 리오넬 메시와 아시아 축구의 전설 손흥민이 마침내 격돌하는 무대이기 때문. 둘의 맞대결은 지난해 8월 손흥민이 LAFC에 입단했을 때부터 기대를 모았으나 컨퍼런스가 다른 만큼 이제야 성사됐다.

손흥민과 메시는 나란히 선발 출전했다. 두 선수가 선발 맞대결을 펼친 건 지난 2018년 10월 4일 유럽축구연맹 챔피언스리그 조별리그 경기 이후 2699일 만이다. 당시엔 바르셀로나가 메시의 멀티골에 힘입어 토트넘을 4-2로 제압했다.



이번엔 달랐다. 손흥민이 공격 포인트까지 올리며 승자가 됐다. 그는 전반 6분 골키퍼까지 제치고도 슈팅하지 못하며 아쉬움을 삼켰지만, 전반 38분 정확한 패스를 찔러넣으며 다비드 마르티네스의 선제골을 도왔다. 리그 1호 도움이었다.

손흥민은 이후로도 LAFC 공격을 이끌며 마이애미 골문을 위협했다. 후반 43분엔 좁은 공간에서 화려한 발재간으로 골키퍼를 무너뜨리며 도움을 하나 더 추가할 뻔하기도 했다. 제 몫을 다한 그는 후반 44분 교체되며 벤치로 물러났다. 최종 스탯은 89분간 슈팅 2회, 키 패스 3회, 경합 승리 1회, 패스 성공률 86%.
반면 메시는 고개를 떨궜다. 그는 슈팅 4회, 키 패스 3회, 드리블 돌파 5회를 기록하며 답답한 흐름을 바꿔보려 했으나 뜻을 이루지 못했다. 번뜩이는 패스도 있었지만, 결국 메시까지 침묵하면서 마이애미는 무득점에 그쳤다. LAFC의 단단한 수비벽을 깨려다가 오히려 역습을 허용하며 무너졌다.

'플래시 스코어'는 ""손흥민이 '슈퍼스타 맞대결'의 승자가 되며 메시를 압도했다""라며 ""LAFC의 강력한 공격 트리오의 선봉장으로 나선 손흥민은 밤새 마이애미 수비진 중앙을 휘저었다. MLS 역사상 두 번째로 많은 관중의 열광적인 환호를 받았다. 반면 메시는 경기 감각이 떨어진 듯 반복해서 공을 뺏겼다""라고 평가했다.



이날 경기의 승자는 손흥민만이 아니었다. 마이애미의 센터백 팔콘도 비록 경기에선 패했지만, 손흥민과 유니폼을 교환하며 목표를 달성했다. 

슈퍼스타 손흥민의 유니폼을 챙기기 위해선 미리 예약까지 필요했다. 팔콘은 전반 19분 손흥민에게 다가가더니 간절한 표정으로 유니폼을 갖고 싶다는 제스처를 취했다. 두 손을 모아 부탁하기까지 했다. 이를 본 손흥민은 알겠다고 손짓했고, 원하던 답을 들은 팔콘은 엄지손가락을 들어 올리며 '따봉'을 날렸다.

중계 카메라에 포착된 해당 장면은 미국에서도 화제를 모았다. '폭스 사커'는 영상을 공유하며 ""팔콘은 경기 후 손흥민과 유니폼 교환을 일찌감치 확정해야 했다""라며 땀 흘리며 웃는 이모지를 덧붙였다. 

팔콘의 부지런함은 보상을 받았다. 손흥민이 종료 직전 교체되면서 피치 위에서 유니폼을 바꾸진 못했다. 그러나 팔콘이 라커룸 부근에서 기다렸고, 손흥민의 그에게 유니폼을 벗어 건넸다. 소원을 성취한 팔콘은 밝게 웃으며 손흥민을 껴안았다.



한편 메시의 유니폼은 드니 부앙가가 챙겼다. 종료 휘슬이 울린 직후 부앙가가 메시에게 다가가 악수했고, 유니폼 교환을 요청했다. 메시도 흔쾌히 유니폼을 벗어 바꿨다.

부앙가가 빠르게 메시 유니폼을 챙긴 이유는 아들 사랑이었다. 그는 ""아들이 부탁해서 메시 유니폼을 받았다. 아들이 워낙 갖고 싶어 했다. 메시와 함께 뛴 소감은 좋았다""라고 밝혔다.

/finekosh@osen.co.kr

[사진] ⓒGettyimages(무단전재 및 재배포 금지), 폭스 사커 소셜 미디어."
20260224,"""치실로 눈을 가리겠네"" 중국 14억 콧털 건드린 비니시우스 팀동료, 동양인 인종차별 게시물 공유 논란…'즉각 사과' 후에도 또 비난","로이터연합뉴스, 딘 하위선 SNS 캡쳐
AFP연합뉴스
[스포츠조선 윤진만 기자]비니시우스 주니오르(레알 마드리드)를 '원숭이'라고 부른 인종차별적 혐의를 받는 잔루카 프레스티아니(벤피카)가 결국 한 경기 출장정지 징계를 받은 가운데, 비니시우스의 팀 동료가 때아닌 동양인 인종차별 논란에 휩싸였다.

스페인 일간 '엘 문도 데포르티보'는 23일(현지시각), 레알 수비수 딘 하위선이 개인 인스타그램을 통해 동양인의 눈 모양을 비하하는 인종차별적 게시물을 리포스트한 뒤 즉각적인 비난에 휩사였다.

현재 삭제된 게시물에는 아시아인의 사진과 함께 중국 네티즌들이 인종차별이라고 비난하는 댓글이 달려있다.

하위선은 논란이 확산되자, 레알 공식 웨이보 계정을 통해 동아시아 팬들에게 공개 사과했다. 그는 중국어로 ""중국 축구팬분들에게 진심으로 사과드린다. 이전에 저는 의도치 않게 모욕적인 메시지가 포함된 콘텐츠를 공유했다. 이는 고의성은 없었으며, 그로 인해 심려를 끼쳐드린 점에 대해 유감스럽게 생각한다""라고 고개를 숙였다.

로이터연합뉴스
사과는 신속하게 이뤄졌지만, 하위선의 게시글 내용은 많은 축구팬에게 씁쓸한 뒷맛을 남겼다. '엘 문도 데포르티보' 보도에 따르면, 공유된 이미지에는 '치실로 눈을 가리겠네', '중국인조차 그를 중국인라고 부를 것'이라고 동양인 외모를 비하하는 글이 적혀있다.

하지만 성난 팬심은 쉽게 잦아들지 않았다. 일부 중국팬은 레알 구단과 하위선이 중국 시장을 겨냥해 중국 플랫폼인 웨이보에만 사과글을 게시했다고 비판했다. 레알의 글로벌 인스타그램, X 계정에는 사과문이 다로 올라오지 않은 걸 두고 '중국 시장에서의 막대한 상업적 이익을 보호하기 위한 쇼'라는 의문이 제기됐다.

팬들은 또한 하위선이 직접 등장하는 영상 사과를 요구하고 있다.

레알이 중국팬의 심기를 건드린 건 이번이 처음이 아니다. 2024년, 한 레알 팬이 중국을 모욕하는 내용의 노래를 게시했다. 이에 주스페인 중국 대사관은 해당 노래를 '중국을 모욕하고, 저속하며, 불량하다'라며 공식 항의했다. 이에 구단은 해당 영상을 규탄하고, 구단의 가치를 대변하지 않는다고 밝혔다.

레알은 지난 한 주 비니시우스의 인종차별 피해 논란으로 전 세계 축구계의 관심의 중심에 섰다. 레알과 벤피카의 유럽챔피언스리그 경기 중 프레스티아니가 비니시우스에게 '원숭이'라고 불렀다고 레알 동료들이 증언했다. 이에 유럽축구연맹이 조사에 나서 결국 프레스티아니에게 한 경기 출장정지를 내렸다.

레알은 하위선 사태로 인종차별 가해자와 피해자를 동시에 보유한 구단이 됐다."
20260224,"'파격 그 자체'...맨체스터 유나이티드, 1360억 '충격 리턴' 결단! '탈맨유→세리에A MVP 등극' EPL 전격 복귀? 선수 의지도 있다","스콧 맥토미니/Trnasfer News Live

[마이데일리 = 최병진 기자] 맨체스터 유나이티드가 스콧 맥토미니(나폴리) 영입을 고려하고 있다.

스페인 ‘피차혜스’는 23일(이하 한국시각) “맨유는 다가오는 여름 이적시장에서 맥토미니를 8,000만 파운드(약 1,360억원)에 재영입하는 걸 고려하고 있다”고 보도했다.

맥토미니는 5살에 맨유 유스팀에 입단해 1군에 오른 성골 유스다. 그는 강점인 기동력과 활동량을 바탕으로 중원에서 존재감을 나타냈고 점차 출전 시간을 늘려갔다. 하지만 플레이에 세밀함이 떨어지는 약점이 반복됐고 에릭 텐 하흐 감독 시절에는 벤치 신세로 전락했다.

그러면서 맥토미니는 맨유를 떠나기로 결정했다. 그는 2024-25시즌에 맨유를 떠나 나폴리로 향했다. 나폴리는 맥토미니 영입에 2,500만 파운드(약 500억원)를 지불했다.

맥토미니는 이탈리아로 무대를 옮긴 후 기량을 만개시켰다. 그는 첫 시즌부터 세리에A 34경기 12골 6도움을 기록하며 팀의 리그 우승과 함께 세리에A MVP에 등극했다. 올시즌도 리그 23경기 6골 3도움을 포함해 시즌 전체 34경기 10골 4도움을 올렸다.

이런 상황에서 맨유 복귀에 대한 가능성이 계속해서 이어지고 있다. 영국 ‘풋볼365’는 “맥토미니가 나폴리와 새로운 계약에 대해 논의를 하는 가운데 맨유 복귀 가능성도 등장했다. 맥토미니는 언젠가 다시 잉글랜드 프리미어리그(EPL)로 돌아가길 바라고 있다”고 밝혔다.

스콧 맥토미니/게티이미지코리아

그러면서 ""맥토미니는 만일 프리미어리그로 복귀한다면 맨유로 돌아가는 상황을 기대하고 있다. 맨유 또한 맥토미니가 프리미어리그 복귀에 대한 의지를 가지고 있다면 기꺼이 영입에 나설 수 있다는 입장""이라고 강조했다.

맨유는 다가오는 여름 이적시장에서 3선 보강을 원하고 있다. 카를로스 발레바(브라이튼), 엘리엇 앤더슨(노팅엄) 등과의 이적설이 계속되는 가운데 맥토미니의 복귀도 가능한 분위기다."
20260224,"'비극!' 꽃다운 21세, 데뷔전서 심정지, 끝내 현장서 사망...종료 직후 이상 호소, 응급 처치 받았으나 안타깝게 숨져","[SPORTALKOREA] 김경태 기자= 21세의 젊은 축구 선수가 데뷔전을 소화한 직후 세상을 떠났다는 안타까운 소식이 전해졌다.

영국 매체 '더선'은 24일(한국시간) ""한 축구 선수가 데뷔전을 치른 뒤 경기장에서 쓰러져 끝내 숨을 거뒀다""고 보도했다.

비극의 주인공은 2005년생의 유수 디우프. 당시 그는 현지 시각으로 22일 세네갈 티에스에 위치한 마니앙 수마레 스타디움에서 펼쳐진 AS 살룸과 아미티에 FC의 경기 후 심정지를 일으켰고, 끝내 목숨을 잃었다.



이날 경기는 디우프의 데뷔전이라 더욱 안타까움을 자아냈다. 세네갈 프로축구리그(LSFP) 사무국의 공식 성명에 따르면 그는 벤치에서 경기를 시작했고, 정규 시간 종료 18분을 남기고 교체 투입됐다.

당시까지는 별다른 이상이 없었으나, 종료 휘슬이 울린 직후 갑작스럽게 몸에 이상을 느꼈고, 즉각적인 응급 처치를 받았지만 안타깝게도 현장에서 숨졌다.

이에 LSFP 사무국은 ""이 비통한 상황 속에서 유가족과 친지, 동료 선수들, 그리고 AS 살룸 구단의 모든 관계자 및 팬들에게 깊은 애도의 뜻을 전한다""며 밝혔다.

그러면서 ""리그는 관계 당국과 협력해 이번 비극의 경위를 면밀히 살펴볼 것이며, 구단과 유가족에게 필요한 모든 지원을 제공할 것""이라고 전했다.

해당 소식이 전해지자, SNS에는 애도의 물결이 이어졌다. 매체에 따르면 한 누리꾼은 ""그의 영혼이 평안하길 바라며, 유가족이 이 고통스러운 시간을 이겨낼 힘을 얻기를 기도한다""고 남겼고, 또 다른 이들은 ""편히 쉬길"", ""너무나 가슴 아픈 순간이다"", ""천국에서 안식을 찾길 바란다""는 댓글을 남겼다.

사진=비브 레 젝글 뒤 말리, 원풋볼

제휴문의 ad@sportalkorea.co.kr"
20260224,"'前 국가대표' 이천수 작심발언...""손흥민, 열받을 만 했다""","[스포티비뉴스=장하준 기자] 감독의 선택에 공개적인 아쉬움을 표했다. 동시에 손흥민의 짜증을 이해했다.

한국 국가대표 출신의 이천수는 23일 자신의 유튜브 채널인 '리춘수'에서 손흥민과 리오넬 메시의 대결로 화제를 모은 LAFC와 인터 마이애미의 미국프로축구리그(MLS) 라이브 중계를 진행했다.

두 팀은 지난 23일(한국시간) LA의 메모리얼 콜리세움에서 열린 2026시즌 MLS 개막전에서 맞대결을 펼쳤다. 이 경기는 킥오프 전부터 많은 관심을 불러일으켰다. MLS 사무국은 흥행 보증수표이자, MLS를 대표하는 스타인 손흥민과 메시의 맞대결을 의도적으로 성사시키며 축구 팬들의 시선을 집중시켰다.



경기의 승자는 LAFC였다. LAFC의 선발로 출전한 손흥민은 다비드 마르티네스의 선제골을 도우며 별다른 활약을 하지 못한 메시에게 판정승을 거뒀다.

이처럼 완벽한 승리에도 손흥민은 마음껏 웃지 않았다. 후반 43분 마크 도스 산토스 감독은 손흥민 대신 네이선 오르다즈를 투입하며 변화를 꾀했다. 이 과정에서 손흥민은 불만 섞인 표정을 드러냈다. 손흥민의 이례적인 짜증이 나오자, 해당 장면은 단숨에 큰 화제가 됐다.

경기 후 도스 산토스 감독은 ""손흥민이 약간의 부상을 당하면서 완벽한 프리시즌을 보내지 못했다""라며 손흥민을 교체한 이유를 직접 설명했다.

하지만 해당 경기를 입 중계한 이천수의 생각을 달랐다. 손흥민의 교체를 지켜본 이천수는 ""왜 손흥민을 빼는 것인지 모르겠다. 지금 시점부터 찬스가 꽤 나올 텐데 바꾼 이유를 모르겠다. 손흥민은 원래 교체 과정에서 짜증을 잘 안 낸다""라고 설명했다.

이어 ""손흥민이 이제 본격적으로 공격 포인트를 쌓으려 할 때쯤 교체하는 것이다. 손흥민 입장에서 열을 받을 수밖에 없다""라며 도스 산토스 감독의 선택에 유감을 표했다."
20260224,"英 BBC '비피셜' 맨유 쾌거! 캐릭 체제서 수비 핵심으로 우뚝...1558억 수비수와 재계약 유력 ""분위기 긍정적""","[SPORTALKOREA] 황보동혁 기자= 맨체스터 유나이티드가 해리 매과이어와의 동행을 이어갈 가능성이 커지고 있다.

영국 공영방송 'BBC'는 24일(한국시간) ""매과이어의 계약 상황을 잘 알고 있는 복수의 소식통들은 그가 적어도 다음 시즌까지는 맨유에 남을 수 있도록 하는 해결책이 마련될 것이라고 보고 있다""고 전했다.

이어 ""아직 아무것도 합의된 것은 아니다. 그 전까지는 매과이어가 자유계약 규정에 따라 다른 구단과 계약을 맺을 가능성도 구단이 협상에서 물러설 가능성도 여전히 존재한다. 하지만 전반적인 분위기는 긍정적""이라며 ""타협이 필요할 가능성이 크다. 연봉 측면에서 매과이어는 유나이티드 최고 연봉자 중 한 명이고, 공동 구단주인 짐 랫클리프 경은 비용 절감을 강하게 추진하고 있다. 계약 기간 역시 조정이 필요할 수도 있다""고 덧붙였다.



매과이어는 2019년 여름 레스터 시티를 떠나 맨유로 이적하며 수비수 역대 최고 이적료였던 8,000만 파운드(약 1,558억 원)를 기록했다. 이후 애슐리 영의 이적 직후 주장 완장을 넘겨받았고, 2019/20시즌 프리미어리그 전 경기에 출전하며 맨유 수비의 중심으로 자리 잡았다.

그러나 이후 기복 있는 경기력과 잦은 실수, 느린 스피드가 반복적으로 지적되며 입지가 크게 흔들렸다. 결국 2023년 여름 주장직까지 내려놓으며 한때 팀을 떠날 가능성도 제기됐다. 그럼에도 매과이어는 잔류를 선택했고 벤치에 앉는 일이 많아졌음에도 묵묵히 최선을 다했따. 



루벤 아모림 감독 부임 이후 그는 스리백의 핵심으로 다시 자리 잡았다. 시즌 초반에는 적응 과정에서 다소 어려움을 겪었지만, 수비진의 중심을 잡는 동시에 강력한 제공권을 앞세워 득점까지 기록하며 2024/25시즌 팀을 유럽축구연맹(UEFA) 유로파리그 결승으로 이끄는 데 기여했다.

이번 시즌은 초반 부상 여파로 인해 아모림 감독 체제에서는 많은 경기를 소화하지 못했지만, 캐릭 임시 감독 부임 이후 치른 5경기에 모두 선발 출전해 웨스트햄 유나이티드전을 제외한 4경기에서 풀타임을 소화했다.

특히 마테이스 더 리흐트가 부상으로 이탈한 상황에서 리산드로 마르티네스와 호흡을 맞추며 맨유 수비를 이끌고 있다.이런 상황에서 시즌 종료 후 자유계약(FA) 신분이 되는 매과이어를 한 시즌 더 붙잡을 가능성이 커졌다는 점은, 맨유 입장에서도 충분히 고무적인 소식이다.



BBC 역시 ""매과이어는 경험과 침착함만 갖춘 선수가 아니다. 그의 커뮤니케이션 능력 또한 결정적이다. 그는 주변 동료들에게 높은 기준을 요구하며, 팀 동료들이 그 기준에 못 미쳤을 때 이를 분명하게 지적하는 것도 주저하지 않는다""고 매과이어가 팀에 남아야 하는 이유를 설명했다.

물론 현재로서는 구체적인 정황은 나오지 않았지만, 매과이어가 평소 맨유에 충성심을 드러냈던 만큼 조만간 재계약 소식이 들릴 가능성이 높아보인다. 

사진= Manchester United News, 게티이미지코리아 

제휴문의 ad@sportalkorea.co.kr"
20260224,"아모림 쓰리백이 족쇄였다...""맨유서 윙백 출전 시 부진, 캐릭 감독 아래 풀백으로 발전 모습""","[인터풋볼=김현수 기자] 디오고 달로트의 최적 포지션은 풀백이었다.

맨체스터 유나이티드 소식통 '유나이티드 인 포커스'는 22일(한국시간) ""달로트 본인이 직접 밝힌 과거 에릭 텐 하흐 감독 체제에서의 역할을 보면 루벤 아모림 전 감독의 선택이 좋지 않았음을 알 수 있다""라고 전했다.

달로트는 포르투갈 국가대표 풀백이다. 안토니오 발렌시아의 뒤를 이을 후계자로 낙점받아 2018년 맨유 유니폼을 입었다. 합류 초반에는 아쉬운 활약 속 AC 밀란으로 임대 이적했지만, 복귀 이후부터는 존재감을 발휘해 주전 라이트백으로 거듭났다.

그러나 아모림 감독 체제에서는 부진했다. 아모림이 구사하는 쓰리백 형태의 3-4-2-1 포메이션에서 윙백으로 뛰었는데 경기력이 좋지 못했다. 이로 인해 입지가 점점 좁아졌지만, 최근 들어 부활한 모습이다. 마이클 캐릭 임시 감독이 꺼낸 포백 라인에서 본래 포지션 라이트백을 다시 맡자, 연일 최고의 활약을 펼치고 있다.



달로트가 어울리는 자리는 풀백이었음을 알 수 있다. 매체에 따르면 달로트는 ""과거 텐 하흐 감독 시절 골킥 상황과 1단계 빌드업에서 나는 수비형 미드필더 역할을 했다. 안쪽 움직임을 많이 가져가며 원터치 패스와 턴을 연습해 브루노 페르난데스에게 연결했다""라고 말했다. 매체는 이를 두고 ""달로트는 빌드업과 전진 패스에 강한 인버티드 풀백이었지만, 아모림은 정반대 역할인 윙백으로 쓰며 달로트를 공격 마무리 상황에 자주 서도록 만들었다""라고 설명했다.

이어 ""당연히 달로트는 결정력에서 부족해 보였다. 이는 그의 강점과 맞지 않는 역할이었기 때문이다. 그는 애초에 맡지 말아야 할 상황에서 슛을 놓쳤다고 비난받았고, 이는 아모림의 선수 유형 오판에서 비롯됐다. 그래도 아모림이 떠난 뒤 달로트는 캐릭 감독 아래 풀백으로서 발전한 모습을 보여줬다""라고 덧붙였다.

결과적으로 아모림이 경질된 게 달로트에게는 '부활의 계기'가 됐다. 캐릭 임시 감독 아래 라이트백으로 뛰며 공격 부담이 줄자, 빌드업, 기동력, 수비 모두 폼을 회복하는 데 성공했다."
